FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,homeTeamID,awayTeamID,RecentGoalAvg_Home,RecentGoalAvg_Away,WinStreak_Home,WinStreak_Away,LosingStreak_Home,LosingStreak_Away,HS_RollingAvg_Home,HS_RollingAvg_Away,HST_RollingAvg_Home,HST_RollingAvg_Away,HC_RollingAvg_Home,HC_RollingAvg_Away,HF_RollingAvg_Home,HF_RollingAvg_Away,HY_RollingAvg_Home,HY_RollingAvg_Away,FTHG_RollingAvg_Home,FTHG_RollingAvg_Away,FTAG_RollingAvg_Home,FTAG_RollingAvg_Away,GoalDifference,FTHG_Standardized,FTAG_Standardized,HS_Standardized,AS_Standardized,GoalDifference_Standardized,HistoricalPerformance_Home,HistoricalPerformance_Away,ImpliedProbability_HomeWin,ImpliedProbability_AwayWin,ImpliedProbability_Draw
4.0,2.0,H,3.0,0.0,H,13.0,9.0,5.0,5.0,8.0,17.0,4.0,5.0,0.0,2.0,0.0,0.0,1.83,3.8,4.0,12.0,10.0,1.8,1.4,1,0,0,1,12.8,18.6,5.0,5.8,5.4,5.6,9.2,12.0,1.6,0.6,1.8,2.0,1.4,1.4,2.0,1.8657067090525261,0.6850998387322115,-0.15025006654103176,-0.4380601745812331,0.8960644698390464,2.090909090909091,1.8461538461538463,0.5464480874316939,0.25,0.2631578947368421
0.0,0.0,D,0.0,0.0,D,7.0,15.0,3.0,3.0,3.0,6.0,7.0,6.0,1.0,1.0,0.0,0.0,2.1,3.8,3.2,22.0,1.0,1.4,1.4,0,0,0,0,15.4,12.8,4.4,5.4,5.6,5.0,7.6,7.8,1.4,2.2,1.4,1.8,0.8,1.4,0.0,-1.171928317535996,-1.0245808143672315,-1.2444495687159367,0.8076548126575658,-0.18656231864156803,1.5,0.8857142857142857,0.47619047619047616,0.3125,0.2631578947368421
0.0,0.0,D,0.0,0.0,D,19.0,7.0,11.0,2.0,10.0,9.0,11.0,4.0,1.0,2.0,0.0,1.0,1.25,6.0,11.0,12.0,25.0,1.2,1.0,0,0,0,0,15.4,17.0,8.8,9.4,6.2,8.4,10.2,9.4,1.4,1.0,1.2,0.8,0.8,1.0,0.0,-1.171928317535996,-1.0245808143672315,0.9439494356338732,-0.8532985036608327,-0.18656231864156803,2.175925925925926,1.0185185185185186,0.8,0.09090909090909091,0.16666666666666666
0.0,4.0,A,0.0,2.0,A,4.0,24.0,0.0,7.0,10.0,7.0,0.0,12.0,0.0,0.0,1.0,0.0,8.0,4.5,1.4,24.0,12.0,1.8,1.4,0,1,1,0,13.4,9.2,4.4,2.8,5.8,2.4,9.2,10.8,2.2,1.2,1.8,0.6,2.8,1.4,-4.0,-1.171928317535996,2.3947804918316544,-1.7915493198033892,2.676227293515764,-2.351815895602797,0.75,1.6382978723404256,0.125,0.7142857142857143,0.2222222222222222
1.0,2.0,A,0.0,1.0,A,18.0,9.0,5.0,3.0,13.0,11.0,6.0,5.0,3.0,2.0,0.0,0.0,1.83,3.5,4.5,15.0,3.0,1.8,1.2,0,3,3,0,11.8,16.4,6.0,8.2,3.0,6.6,11.4,9.0,2.0,1.2,1.8,1.2,2.0,1.2,-1.0,-0.4125195608888655,0.6850998387322115,0.7615828519380557,-0.4380601745812331,-0.7278757128818752,2.3,1.25,0.5464480874316939,0.2222222222222222,0.2857142857142857
4.0,1.0,H,2.0,0.0,H,19.0,6.0,8.0,2.0,10.0,19.0,7.0,8.0,1.0,1.0,0.0,0.0,1.53,4.33,6.0,16.0,4.0,2.0,1.4,1,0,0,1,10.6,13.4,4.2,6.2,4.4,5.8,12.2,8.4,1.2,1.2,2.0,3.0,1.6,1.4,3.0,1.8657067090525261,-0.16974048781750994,0.9439494356338732,-1.0609176682006325,1.4373778640793538,1.5700934579439252,1.0232558139534884,0.6535947712418301,0.16666666666666666,0.23094688221709006
0.0,1.0,A,0.0,1.0,A,17.0,16.0,3.0,4.0,11.0,6.0,4.0,3.0,1.0,2.0,1.0,0.0,3.2,3.4,2.38,28.0,6.0,1.2,1.0,0,2,1,0,13.0,14.8,3.2,4.2,7.2,5.0,10.4,11.0,2.6,1.4,1.2,2.0,1.4,1.0,-1.0,-1.171928317535996,-0.16974048781750994,0.5792162682422383,1.0152739771973656,-0.7278757128818752,1.3125,1.3235294117647058,0.3125,0.42016806722689076,0.29411764705882354
5.0,0.0,H,3.0,0.0,H,25.0,13.0,14.0,2.0,12.0,10.0,8.0,6.0,1.0,3.0,0.0,0.0,1.65,4.5,4.5,15.0,4.0,3.8,1.2,1,0,0,1,16.2,16.2,8.4,7.6,4.6,6.0,9.8,9.0,1.6,1.0,3.8,3.0,1.4,1.2,5.0,2.6251154656996567,-1.0245808143672315,2.0381489378087783,0.39241648357796616,2.520004652559968,2.044321329639889,1.090643274853801,0.6060606060606061,0.2222222222222222,0.2222222222222222
2.0,0.0,H,1.0,0.0,H,24.0,15.0,13.0,3.0,8.0,11.0,10.0,3.0,1.0,0.0,0.0,0.0,1.5,4.33,6.5,6.0,18.0,2.2,1.6,3,0,0,3,18.6,13.8,7.2,5.2,6.8,5.4,10.0,7.4,1.6,1.2,2.2,1.0,1.0,1.6,2.0,0.346889195758265,-1.0245808143672315,1.8557823541129608,0.8076548126575658,0.8960644698390464,1.8382838283828382,1.018018018018018,0.6666666666666666,0.15384615384615385,0.23094688221709006
0.0,2.0,A,0.0,0.0,D,9.0,15.0,4.0,6.0,13.0,12.0,6.0,6.0,1.0,1.0,0.0,0.0,6.0,4.2,1.53,27.0,20.0,1.6,0.6,0,1,1,0,14.8,13.6,8.0,6.6,7.0,7.0,11.4,10.8,1.6,0.4,1.6,2.2,1.0,0.6,-2.0,-1.171928317535996,0.6850998387322115,-0.8797164013243017,0.8076548126575658,-1.2691891071221824,1.0985915492957747,1.2589928057553956,0.16666666666666666,0.6535947712418301,0.23809523809523808
2.0,2.0,D,2.0,0.0,H,9.0,12.0,6.0,4.0,10.0,17.0,6.0,3.0,0.0,1.0,0.0,0.0,1.8,3.5,4.75,14.0,28.0,1.8,1.3333333333333333,0,0,0,0,13.4,,7.2,,5.0,,12.8,,1.0,,1.8,,1.6,,0.0,0.346889195758265,0.6850998387322115,-0.8797164013243017,0.18479731903816635,-0.18656231864156803,1.3559322033898304,1.5,0.5555555555555556,0.21052631578947367,0.2857142857142857
0.0,4.0,A,0.0,1.0,A,11.0,18.0,7.0,11.0,8.0,16.0,2.0,8.0,0.0,1.0,0.0,0.0,8.0,4.2,1.44,4.0,11.0,1.0,2.0,0,5,2,0,14.0,15.0,7.4,10.0,6.2,5.0,9.8,10.6,1.6,1.4,1.0,2.2,1.8,2.0,-4.0,-1.171928317535996,2.3947804918316544,-0.5149832339326668,1.4305123062769654,-2.351815895602797,1.355263157894737,1.7534246575342465,0.125,0.6944444444444444,0.23809523809523808
2.0,1.0,H,0.0,0.0,D,14.0,7.0,6.0,4.0,10.0,12.0,14.0,4.0,1.0,1.0,0.0,0.0,1.83,3.7,4.8,14.0,28.0,2.0,0.8,1,0,0,3,14.6,12.4,5.0,5.6,6.6,8.0,8.0,10.4,1.2,1.2,2.0,1.4,1.8,0.8,1.0,0.346889195758265,-0.16974048781750994,0.032116517154785744,-0.8532985036608327,0.35475107559873925,1.4525547445255473,0.6767676767676768,0.5464480874316939,0.20833333333333334,0.27027027027027023
4.0,2.0,H,3.0,0.0,H,8.0,23.0,6.0,5.0,14.0,6.0,2.0,6.0,2.0,1.0,0.0,0.0,2.8,3.2,2.8,5.0,4.0,1.4,1.4,1,0,0,1,11.8,16.0,4.0,5.2,5.0,4.4,12.8,12.2,1.6,2.6,1.4,2.6,1.2,1.4,2.0,1.8657067090525261,0.6850998387322115,-1.0620829850201192,2.4686081289759643,0.8960644698390464,1.3205128205128205,0.953125,0.35714285714285715,0.35714285714285715,0.3125
0.0,0.0,D,0.0,0.0,D,12.0,10.0,7.0,5.0,11.0,8.0,8.0,5.0,0.0,2.0,0.0,1.0,2.3,3.3,3.2,17.0,29.0,1.8,1.0,0,0,0,0,15.2,15.8,8.2,8.2,9.2,11.4,9.8,10.4,1.2,1.2,1.8,0.8,1.0,1.0,0.0,-1.171928317535996,-1.0245808143672315,-0.3326166502368492,-0.23044101004143328,-0.18656231864156803,1.34375,0.8508771929824561,0.4347826086956522,0.3125,0.30303030303030304
3.0,1.0,H,1.0,1.0,D,19.0,12.0,9.0,3.0,6.0,11.0,9.0,5.0,1.0,3.0,0.0,0.0,2.4,3.5,2.88,4.0,10.0,2.2,1.0,1,0,0,1,14.6,11.8,5.8,5.0,6.8,3.2,7.4,12.6,1.0,2.6,2.2,2.2,2.2,1.0,2.0,1.1062979524053955,-0.16974048781750994,0.9439494356338732,0.18479731903816635,0.8960644698390464,1.4548286604361371,1.3818181818181818,0.4166666666666667,0.3472222222222222,0.2857142857142857
1.0,2.0,A,0.0,1.0,A,7.0,23.0,2.0,8.0,7.0,8.0,5.0,8.0,0.0,0.0,0.0,0.0,8.5,6.0,1.3,13.0,12.0,1.0,1.8,0,2,3,0,9.4,8.0,3.0,2.8,2.6,4.2,9.4,9.4,1.2,1.4,1.0,1.0,2.0,1.8,-1.0,-0.4125195608888655,0.6850998387322115,-1.2444495687159367,2.4686081289759643,-0.7278757128818752,1.336283185840708,1.6375661375661377,0.11764705882352941,0.7692307692307692,0.16666666666666666
3.0,1.0,H,1.0,0.0,H,17.0,6.0,5.0,1.0,12.0,12.0,5.0,1.0,1.0,1.0,0.0,0.0,1.4,5.25,8.5,20.0,11.0,3.0,1.0,8,0,0,2,18.4,14.0,7.0,6.0,7.2,4.0,10.0,11.8,1.4,1.4,3.0,2.0,0.6,1.0,2.0,1.1062979524053955,-0.16974048781750994,0.5792162682422383,-1.0609176682006325,0.8960644698390464,2.184313725490196,1.6509803921568627,0.7142857142857143,0.11764705882352941,0.19047619047619047
4.0,0.0,H,1.0,0.0,H,8.0,13.0,6.0,7.0,20.0,13.0,3.0,6.0,1.0,2.0,0.0,0.0,2.1,3.3,3.6,31.0,27.0,1.6,1.0,1,0,0,1,12.0,9.8,6.6,5.2,5.6,4.0,12.8,14.0,0.6,1.4,1.6,1.4,0.2,1.0,4.0,1.8657067090525261,-1.0245808143672315,-1.0620829850201192,0.39241648357796616,1.978691258319661,1.3296703296703296,0.9333333333333333,0.47619047619047616,0.2777777777777778,0.30303030303030304
1.0,0.0,H,0.0,0.0,D,17.0,10.0,9.0,5.0,15.0,14.0,6.0,4.0,0.0,0.0,0.0,0.0,1.25,5.0,13.0,15.0,37.0,1.0,1.5,2,0,0,1,,,,,,,,,,,,,,,1.0,-0.4125195608888655,-1.0245808143672315,0.5792162682422383,-0.23044101004143328,0.35475107559873925,1.0,1.5,0.8,0.07692307692307693,0.2
1.0,1.0,D,1.0,1.0,D,6.0,12.0,3.0,2.0,13.0,19.0,1.0,4.0,3.0,3.0,0.0,0.0,3.3,3.4,2.2,23.0,17.0,2.0,2.0,0,0,0,0,14.0,7.8,4.8,3.8,5.0,4.2,10.0,13.0,2.8,2.6,2.0,0.6,1.4,2.0,0.0,-0.4125195608888655,-0.16974048781750994,-1.4268161524117542,0.18479731903816635,-0.18656231864156803,1.3333333333333333,1.1402214022140222,0.30303030303030304,0.45454545454545453,0.29411764705882354
3.0,0.0,H,2.0,0.0,H,12.0,5.0,7.0,2.0,12.0,13.0,4.0,3.0,0.0,1.0,0.0,0.0,1.62,3.75,6.0,3.0,17.0,1.6,0.6,4,0,0,1,11.6,15.6,5.6,9.6,6.0,7.4,11.6,10.8,1.4,0.8,1.6,1.0,1.0,0.6,3.0,1.1062979524053955,-1.0245808143672315,-0.3326166502368492,-1.2685368327404325,1.4373778640793538,2.1041666666666665,1.3673469387755102,0.6172839506172839,0.16666666666666666,0.26666666666666666
0.0,0.0,D,0.0,0.0,D,7.0,10.0,3.0,5.0,10.0,15.0,3.0,2.0,3.0,2.0,0.0,0.0,1.91,3.4,4.2,2.0,1.0,1.2,1.6,0,0,0,0,10.8,13.2,4.0,5.0,4.6,4.8,12.0,9.6,3.2,1.4,1.2,1.6,1.8,1.6,0.0,-1.171928317535996,-1.0245808143672315,-1.2444495687159367,-0.23044101004143328,-0.18656231864156803,1.1134020618556701,0.8836206896551724,0.5235602094240838,0.23809523809523808,0.29411764705882354
0.0,5.0,A,0.0,2.0,A,10.0,8.0,5.0,5.0,18.0,12.0,7.0,3.0,1.0,0.0,0.0,0.0,2.5,3.25,2.88,34.0,27.0,1.0,1.4,0,1,1,0,13.2,13.6,6.8,7.4,6.4,6.8,12.8,13.6,1.2,1.2,1.0,0.6,1.8,1.4,-5.0,-1.171928317535996,3.2496208183813757,-0.6973498176284842,-0.6456793391210329,-2.8931292898431042,1.0,1.0169491525423728,0.4,0.3472222222222222,0.3076923076923077
2.0,0.0,H,0.0,0.0,D,18.0,5.0,6.0,0.0,10.0,12.0,13.0,4.0,2.0,2.0,0.0,0.0,1.44,4.75,8.0,13.0,16.0,1.8,1.4,2,0,0,2,13.0,16.6,4.8,5.6,8.6,8.4,11.0,10.2,1.6,1.8,1.8,1.4,0.8,1.4,2.0,0.346889195758265,-1.0245808143672315,0.7615828519380557,-1.2685368327404325,0.8960644698390464,1.6111111111111112,0.5,0.6944444444444444,0.125,0.21052631578947367
1.0,0.0,H,1.0,0.0,H,5.0,10.0,2.0,2.0,12.0,11.0,5.0,6.0,2.0,3.0,0.0,0.0,2.35,3.5,3.2,11.0,12.0,2.0,1.4,2,0,0,1,13.2,12.0,5.2,4.4,7.0,6.4,10.0,8.6,1.4,1.8,2.0,1.2,0.6,1.4,1.0,-0.4125195608888655,-1.0245808143672315,-1.6091827361075717,-0.23044101004143328,0.35475107559873925,2.375796178343949,1.6369426751592357,0.425531914893617,0.3125,0.2857142857142857
1.0,2.0,A,1.0,1.0,D,22.0,9.0,4.0,4.0,7.0,6.0,14.0,6.0,1.0,2.0,0.0,0.0,1.67,3.8,6.0,3.0,2.0,2.0,1.6,0,2,1,0,13.4,16.4,3.6,4.4,5.2,8.0,9.4,10.2,2.8,1.8,2.0,1.0,1.2,1.6,-1.0,-0.4125195608888655,0.6850998387322115,1.4910491867213258,-0.4380601745812331,-0.7278757128818752,1.9631578947368422,1.075,0.5988023952095809,0.16666666666666666,0.2631578947368421
0.0,1.0,A,0.0,0.0,D,14.0,7.0,3.0,3.0,11.0,8.0,3.0,4.0,0.0,0.0,0.0,0.0,2.5,3.0,3.1,1.0,18.0,0.2,0.6,0,1,1,0,15.4,15.2,2.8,4.2,6.0,5.2,10.8,8.8,1.2,1.2,0.2,0.2,1.0,0.6,-1.0,-1.171928317535996,-0.16974048781750994,0.032116517154785744,-0.8532985036608327,-0.7278757128818752,1.3221153846153846,0.9827586206896551,0.4,0.3225806451612903,0.3333333333333333
0.0,0.0,D,0.0,0.0,D,20.0,9.0,14.0,4.0,10.0,12.0,8.0,5.0,0.0,1.0,0.0,0.0,2.38,3.4,3.0,32.0,4.0,2.0,1.2,0,0,0,0,15.6,10.8,9.2,6.8,7.2,5.0,12.2,12.8,0.6,1.2,2.0,1.4,1.4,1.2,0.0,-1.171928317535996,-1.0245808143672315,1.1263160193296906,-0.4380601745812331,-0.18656231864156803,1.4090909090909092,0.9230769230769231,0.42016806722689076,0.3333333333333333,0.29411764705882354
2.0,1.0,H,0.0,0.0,D,11.0,7.0,8.0,5.0,10.0,13.0,4.0,2.0,3.0,1.0,0.0,0.0,2.2,3.2,3.5,15.0,12.0,1.6,1.4,1,0,0,1,13.0,9.0,7.4,4.8,7.0,4.2,10.8,8.8,1.8,1.2,1.6,1.8,1.4,1.4,1.0,0.346889195758265,-0.16974048781750994,-0.5149832339326668,-0.8532985036608327,0.35475107559873925,2.196078431372549,1.2641509433962264,0.45454545454545453,0.2857142857142857,0.3125
0.0,2.0,A,0.0,0.0,D,15.0,18.0,8.0,10.0,15.0,14.0,2.0,11.0,0.0,3.0,0.0,0.0,2.2,3.2,3.5,31.0,29.0,1.0,1.2,0,1,1,0,17.6,13.6,11.2,8.2,5.4,5.6,12.4,9.8,1.4,1.4,1.0,1.8,2.4,1.2,-2.0,-1.171928317535996,0.6850998387322115,0.21448310085060324,1.4305123062769654,-1.2691891071221824,1.396694214876033,0.803921568627451,0.45454545454545453,0.2857142857142857,0.3125
1.0,0.0,H,1.0,0.0,H,1.0,24.0,1.0,9.0,9.0,2.0,4.0,14.0,2.0,0.0,0.0,0.0,5.0,3.6,1.73,38.0,15.0,1.6,1.6,1,0,0,2,12.6,11.6,6.2,6.2,5.6,4.6,11.4,10.2,1.4,1.6,1.6,1.0,0.2,1.6,1.0,-0.4125195608888655,-1.0245808143672315,-2.338649070890842,2.676227293515764,0.35475107559873925,1.1875,1.588235294117647,0.2,0.5780346820809249,0.2777777777777778
1.0,1.0,D,1.0,0.0,H,9.0,9.0,5.0,7.0,10.0,8.0,8.0,3.0,0.0,1.0,0.0,0.0,2.25,3.2,3.4,18.0,4.0,1.2,0.6,0,0,0,0,13.0,12.4,7.8,8.2,5.6,6.6,10.8,11.4,1.4,1.4,1.2,1.4,1.2,0.6,0.0,-0.4125195608888655,-0.16974048781750994,-0.8797164013243017,-0.4380601745812331,-0.18656231864156803,0.782608695652174,0.900990099009901,0.4444444444444444,0.29411764705882354,0.3125
0.0,0.0,D,0.0,0.0,D,12.0,12.0,9.0,6.0,8.0,18.0,3.0,5.0,2.0,4.0,1.0,0.0,1.83,3.3,4.33,44.0,5.0,1.0,1.0,0,0,0,0,11.4,14.6,5.4,6.8,4.2,5.0,13.0,10.8,1.6,0.4,1.0,0.0,0.4,1.0,0.0,-1.171928317535996,-1.0245808143672315,-0.3326166502368492,0.18479731903816635,-0.18656231864156803,1.0833333333333333,0.3333333333333333,0.5464480874316939,0.23094688221709006,0.30303030303030304
1.0,0.0,H,1.0,0.0,H,8.0,18.0,2.0,2.0,17.0,10.0,4.0,5.0,1.0,2.0,1.0,0.0,1.73,3.8,5.5,13.0,4.0,1.8,1.6,2,0,0,2,13.0,10.8,4.2,4.2,5.4,6.2,9.8,12.4,1.4,2.0,1.8,1.2,1.4,1.6,1.0,-0.4125195608888655,-1.0245808143672315,-1.0620829850201192,1.4305123062769654,0.35475107559873925,1.7466666666666666,0.9470899470899471,0.5780346820809249,0.18181818181818182,0.2631578947368421
3.0,1.0,H,1.0,0.0,H,12.0,24.0,6.0,4.0,9.0,18.0,4.0,13.0,3.0,3.0,0.0,0.0,1.75,4.2,4.0,6.0,21.0,2.0,1.6,1,0,0,1,14.6,12.6,6.0,4.4,5.8,6.0,12.0,8.8,1.8,1.6,2.0,2.0,1.6,1.6,2.0,1.1062979524053955,-0.16974048781750994,-0.3326166502368492,2.676227293515764,0.8960644698390464,1.8551136363636365,1.1209677419354838,0.5714285714285714,0.25,0.23809523809523808
1.0,1.0,D,0.0,0.0,D,21.0,5.0,5.0,3.0,9.0,11.0,14.0,2.0,1.0,5.0,0.0,1.0,1.65,3.75,5.5,7.0,8.0,1.2,1.0,0,0,0,0,14.2,15.0,4.4,5.6,8.0,8.8,9.4,10.2,1.6,1.2,1.2,1.4,0.8,1.0,0.0,-0.4125195608888655,-0.16974048781750994,1.308682603025508,-1.2685368327404325,-0.18656231864156803,1.09375,0.6,0.6060606060606061,0.18181818181818182,0.26666666666666666
1.0,0.0,H,1.0,0.0,H,10.0,7.0,5.0,3.0,13.0,19.0,9.0,5.0,0.0,3.0,0.0,1.0,2.2,3.2,3.25,9.0,20.0,2.4,0.6,1,0,0,7,13.0,13.8,7.4,6.2,5.4,10.0,14.6,8.4,1.4,1.0,2.4,0.8,0.4,0.6,1.0,-0.4125195608888655,-1.0245808143672315,-0.6973498176284842,-0.8532985036608327,0.35475107559873925,1.2,1.0,0.45454545454545453,0.3076923076923077,0.3125
2.0,0.0,H,0.0,0.0,D,15.0,16.0,3.0,7.0,17.0,8.0,5.0,9.0,5.0,0.0,0.0,0.0,1.75,4.0,4.8,9.0,21.0,1.6,0.2,1,0,0,3,14.8,11.8,4.0,4.8,5.6,4.6,10.2,10.8,1.8,2.4,1.6,3.0,0.8,0.2,2.0,0.346889195758265,-1.0245808143672315,0.21448310085060324,1.0152739771973656,0.8960644698390464,1.6923076923076923,1.0735294117647058,0.5714285714285714,0.20833333333333334,0.25
3.0,2.0,H,1.0,0.0,H,15.0,11.0,10.0,6.0,13.0,19.0,8.0,2.0,2.0,1.0,0.0,0.0,2.1,3.3,3.6,14.0,9.0,1.2,1.6,2,0,0,1,13.8,12.8,7.4,8.0,6.4,6.8,11.6,14.0,1.8,1.6,1.2,2.6,1.6,1.6,1.0,1.1062979524053955,0.6850998387322115,0.21448310085060324,-0.022821845501633464,0.35475107559873925,1.375,0.85,0.47619047619047616,0.2777777777777778,0.30303030303030304
2.0,1.0,H,2.0,0.0,H,10.0,5.0,7.0,3.0,17.0,18.0,3.0,6.0,2.0,7.0,0.0,0.0,2.37,3.25,2.87,1.0,31.0,1.8,0.6,1,0,0,1,12.4,13.0,6.0,7.4,5.4,5.2,13.0,13.8,1.0,1.6,1.8,1.8,0.8,0.6,1.0,0.346889195758265,-0.16974048781750994,-0.6973498176284842,-1.2685368327404325,0.35475107559873925,1.4285714285714286,1.2857142857142858,0.42194092827004215,0.3484320557491289,0.3076923076923077
0.0,2.0,A,0.0,0.0,D,11.0,9.0,3.0,4.0,8.0,15.0,4.0,1.0,1.0,3.0,0.0,0.0,4.33,3.8,1.75,17.0,12.0,1.0,1.4,0,2,1,0,13.0,13.4,3.0,3.6,8.0,5.6,14.2,11.4,1.2,2.4,1.0,1.0,1.4,1.4,-2.0,-1.171928317535996,0.6850998387322115,-0.5149832339326668,-0.4380601745812331,-1.2691891071221824,1.3627450980392157,1.6132596685082874,0.23094688221709006,0.5714285714285714,0.2631578947368421
2.0,2.0,D,1.0,2.0,A,14.0,4.0,10.0,3.0,11.0,7.0,8.0,0.0,1.0,1.0,1.0,0.0,2.2,3.3,3.4,30.0,29.0,1.6,1.2,0,0,0,0,12.6,12.2,7.6,7.6,7.8,5.0,9.4,8.0,0.8,1.0,1.6,1.8,1.0,1.2,0.0,0.346889195758265,0.6850998387322115,0.032116517154785744,-1.4761559972802323,-0.18656231864156803,1.2727272727272727,0.8285714285714286,0.45454545454545453,0.29411764705882354,0.30303030303030304
1.0,4.0,A,1.0,2.0,A,17.0,10.0,5.0,6.0,15.0,14.0,4.0,4.0,2.0,1.0,0.0,0.0,4.1,3.6,1.9,24.0,6.0,1.4,2.0,0,3,1,0,18.0,17.2,5.6,5.6,7.0,6.6,10.0,10.4,0.6,1.2,1.4,1.2,2.8,2.0,-3.0,-0.4125195608888655,2.3947804918316544,0.5792162682422383,-0.23044101004143328,-1.8105025013624896,0.7142857142857143,1.5508021390374331,0.24390243902439027,0.5263157894736842,0.2777777777777778
1.0,4.0,A,0.0,1.0,A,14.0,13.0,8.0,10.0,6.0,9.0,4.0,7.0,2.0,1.0,0.0,0.0,4.0,3.6,1.91,31.0,6.0,1.6,2.2,0,2,1,0,15.0,15.4,8.4,8.0,5.8,5.6,8.4,7.2,0.6,1.0,1.6,1.6,1.2,2.2,-3.0,-0.4125195608888655,2.3947804918316544,0.032116517154785744,0.39241648357796616,-1.8105025013624896,1.3700787401574803,1.3228346456692914,0.25,0.5235602094240838,0.2777777777777778
0.0,2.0,A,0.0,1.0,A,6.0,10.0,2.0,7.0,15.0,12.0,8.0,7.0,2.0,0.0,0.0,0.0,12.0,4.5,1.3,8.0,15.0,1.4,1.2,0,3,2,0,12.0,15.0,6.2,7.4,6.4,7.2,12.2,13.2,1.0,2.0,1.4,0.8,0.6,1.2,-2.0,-1.171928317535996,0.6850998387322115,-1.4268161524117542,-0.23044101004143328,-1.2691891071221824,1.0,1.4166666666666667,0.08333333333333333,0.7692307692307692,0.2222222222222222
4.0,0.0,H,3.0,0.0,H,16.0,10.0,7.0,3.0,6.0,10.0,3.0,4.0,0.0,0.0,0.0,0.0,1.53,4.0,6.5,6.0,19.0,3.0,0.8,1,0,0,1,13.2,11.4,6.8,3.6,5.8,5.8,10.6,11.4,1.2,1.8,3.0,1.0,0.2,0.8,4.0,1.8657067090525261,-1.0245808143672315,0.3968496845464207,-0.23044101004143328,1.978691258319661,1.8389261744966443,0.875,0.6535947712418301,0.15384615384615385,0.25
2.0,1.0,H,2.0,1.0,H,9.0,13.0,2.0,2.0,9.0,9.0,4.0,3.0,1.0,3.0,0.0,0.0,2.45,3.5,2.8,9.0,12.0,1.2,1.4,3,0,0,1,12.2,11.2,4.6,4.6,4.6,5.4,9.6,11.0,1.2,2.2,1.2,1.0,0.8,1.4,1.0,0.346889195758265,-0.16974048781750994,-0.8797164013243017,0.39241648357796616,0.35475107559873925,1.6643835616438356,1.571917808219178,0.4081632653061224,0.35714285714285715,0.2857142857142857
1.0,3.0,A,1.0,1.0,D,10.0,14.0,5.0,8.0,6.0,12.0,7.0,4.0,0.0,2.0,0.0,0.0,3.0,3.3,2.6,21.0,13.0,1.8,1.0,0,1,1,0,11.6,9.6,3.8,3.4,4.6,3.4,8.6,9.4,1.0,0.6,1.8,0.6,1.8,1.0,-2.0,-0.4125195608888655,1.539940165281933,-0.6973498176284842,0.600035648117766,-1.2691891071221824,1.3928571428571428,1.0705882352941176,0.3333333333333333,0.3846153846153846,0.30303030303030304
2.0,0.0,H,1.0,0.0,H,19.0,7.0,9.0,1.0,11.0,12.0,7.0,3.0,0.0,3.0,0.0,0.0,1.53,4.0,6.5,15.0,9.0,1.6,0.8,2,0,0,1,15.0,15.4,5.0,6.4,6.0,5.2,10.2,10.8,1.4,1.6,1.6,2.4,1.0,0.8,2.0,0.346889195758265,-1.0245808143672315,0.9439494356338732,-0.8532985036608327,0.8960644698390464,2.1049180327868853,1.1056105610561056,0.6535947712418301,0.15384615384615385,0.25
1.0,1.0,D,0.0,0.0,D,13.0,14.0,4.0,4.0,7.0,10.0,6.0,7.0,2.0,1.0,0.0,1.0,2.62,3.1,2.87,2.0,18.0,1.8,2.0,0,0,0,0,17.8,12.0,4.4,3.2,7.0,4.8,11.0,10.2,2.6,1.6,1.8,1.4,0.8,2.0,0.0,-0.4125195608888655,-0.16974048781750994,-0.15025006654103176,0.600035648117766,-0.18656231864156803,1.0948275862068966,1.0379746835443038,0.38167938931297707,0.3484320557491289,0.3225806451612903
3.0,1.0,H,1.0,1.0,D,9.0,5.0,5.0,2.0,9.0,13.0,10.0,1.0,0.0,2.0,0.0,0.0,1.53,4.0,6.5,12.0,28.0,1.6,0.4,6,0,0,1,14.2,9.6,7.4,5.4,7.2,6.2,9.6,12.0,2.0,1.2,1.6,2.2,1.0,0.4,2.0,1.1062979524053955,-0.16974048781750994,-0.8797164013243017,-1.2685368327404325,0.8960644698390464,2.091666666666667,0.7142857142857143,0.6535947712418301,0.15384615384615385,0.25
2.0,3.0,A,0.0,2.0,A,10.0,15.0,4.0,5.0,10.0,20.0,4.0,3.0,4.0,2.0,0.0,1.0,6.0,4.33,1.6,4.0,6.0,1.8,1.6,0,1,1,0,10.2,19.2,4.0,5.8,4.8,8.8,14.0,11.2,2.8,1.8,1.8,1.6,1.0,1.6,-1.0,0.346889195758265,1.539940165281933,-0.6973498176284842,0.8076548126575658,-0.7278757128818752,1.3933649289099526,1.4675324675324675,0.16666666666666666,0.625,0.23094688221709006
